geneID	5	7	9	10	16	17	18	26	28	29	31	36	42	55	61
A1BG|1	103,2613791	6,944968161	6,03473028	90,65131171	46,51235534	53,33705487	72,46100147	0	87,05676304	69,8347265	11,83956085	81,94579331	105,6916544	125,284799	112,5555186
A1CF|29974	512,618989	0	1919,044229	889,6912242	312,3792754	106,6741097	363,5331599	202,4157723	119,004199	5,787408273	1148,437403	39,83476063	143,2514985	0	273,0231836
A2M|2	98786,10467	24659,59766	39049,87754	32037,29502	39493,00927	58244,06392	71795,34278	23524,69972	86194,18227	87813,50321	52367,85759	78765,84127	64765,40005	82697,79362	131062,5358
A2ML1|144568	0	39,68553235	1,724208652	17,7564425	0	0	1,228152567	0	11,18160259	6,944889928	0	13,65763222	0	115,4585403	26,61785912
A3GALT2|127550	1,843953198	6,944968161	0	0	0	40,00279115	0	0	0	0	0	0	15,72272545	0	0
A4GALT|53947	785,5240623	325,4213652	421,5690153	982,2116351	658,6379207	800,0558231	786,0176431	877,1350133	643,7408349	464,921798	658,5755724	804,6621648	790,503696	1043,221137	654,7993344
A4GNT|51146	36,87906396	14,88207463	118,970397	73,82941881	172,8422094	20,00139558	168,2569017	0	77,47253224	24,30711475	103,5961575	22,76272036	89,09544419	51,58785842	65,40388242
AAAS|8086	1333,178162	2384,108356	1754,382303	2199,929771	2186,080701	1683,450794	1138,49743	1381,640991	1511,113722	1936,466808	1904,689352	1361,210678	1888,474023	2050,412659	2025,238824
AACS|65985	540,278287	1032,815979	962,9705319	535,4969238	356,5947243	410,0286093	300,897379	404,8315446	356,2139111	452,1894998	229,3914915	360,7891177	442,8567667	549,4516349	666,9674986
AADAC|13	0	0	0	42,05473224	0	0	0	0	0	52,47250168	0	0	2,620454241	9,007403852	34,22296173
AADACL2|344752	0	0	0	18,6909921	0	0	0	0	0	15,43308873	1,479945106	0	1,746969494	11,46396854	6,084082085
AADACL4|343066	0	6,944968161	0	0	0	0	0	0	0	0,385827218	0	4,552544073	0	0	0
AADAT|51166	302,4083244	521,8647504	334,4964784	317,7468658	377,8411088	173,3454283	174,3976646	125,7431313	249,9886865	459,1343897	257,5104485	292,5009567	283,8825428	598,5829287	372,6500277
AAGAB|79719	451,7685335	1332,441749	527,6078474	744,8360354	561,5936238	286,6866699	514,5959257	444,7013179	530,3274372	657,4495798	566,8189758	459,8069513	617,5537161	591,2132346	571,903716
AAK1|22848	2456,14566	2669,844189	3076,850339	3125,13388	2497,311523	2930,204452	2388,756743	3068,439094	2632,468724	3151,822546	3496,370314	2398,05259	3297,40492	3326,188586	2723,387243
AAMDC|28971	396,4499375	37,70125573	120,6946056	203,7318139	244,6205355	146,6769009	175,6258171	1,53345282	249,9886865	199,858499	293,7691036	185,516171	269,9067868	219,453112	104,950416
AAMP|14	1016,018212	590,3222937	1033,663087	864,4583848	933,1182399	400,0279115	1037,788919	377,2293938	569,4630463	1058,709887	1385,968592	629,389218	1053,422605	700,9397906	1045,701608
AANAT|15	0	7,937106469	0	3,738198421	4,019586264	0	23,33489878	39,86977333	6,389487195	9,259853237	0	3,414408054	0	0	8,365612867
AAR2|25980	431,4850483	513,9276439	525,8836387	418,6782231	536,327653	276,6859721	282,4750905	690,0537692	374,5836868	497,7171115	658,5755724	459,8069513	553,7893296	456,9210317	381,0156406
AARD|441376	0	0	0	0	0	0	0	0	0,798685899	4,629926619	0	0	0	0	3,802551303
AARS|16	5808,452573	23096,97983	8302,064657	5758,694667	6207,963872	6310,440304	5773,545219	9018,236037	4255,398472	7148,220872	7927,325963	5230,873139	10176,97079	5381,514374	10387,04914
AARS2|57505	228,6501965	278,7908647	504,3310306	454,1911081	492,1122041	740,0516363	551,4405027	269,8876964	383,3692317	645,1031089	392,9254258	478,0171276	480,4166108	375,0355422	533,878203
AARSD1|80755	177,019507	544,6839315	297,4259924	413,0709255	339,367926	313,3551974	467,9261282	524,4408646	345,0323085	419,008359	420,3044102	432,4916869	399,1825294	521,6105685	459,3481974
AASDH|132949	484,959691	1075,477927	792,2738754	818,6654542	977,3336888	806,7229549	788,4739482	495,305261	758,7516045	1064,883122	745,1523611	748,8934999	918,032469	767,2670372	975,7346644
AASDHPPT|60496	339,2873884	591,314432	679,3382087	386,9035366	620,1647379	320,0223292	332,8293457	553,5764682	432,0890716	302,8743663	512,8009794	445,0111831	515,3560007	204,7137239	299,6410427
AASS|10157	1462,254886	2752,191668	879,3464123	1811,157135	1805,942686	1063,407531	3074,065876	1763,470743	2642,851641	1787,537502	1565,781923	2525,523824	1981,936891	2980,63182	13507,42274
AATF|26574	1421,687916	2363,273451	2064,73986	2035,44904	1950,073565	1990,13886	2059,611855	2447,390701	2158,0493	1500,096224	2706,8196	2278,548308	1917,29902	2209,270508	1785,678092
AATK|9625	22,12743837	7,937106469	7,758938932	32,70923618	9,761852356	13,33426372	19,65044108	3,066905641	34,34349368	74,46465312	6,659752979	11,38136018	10,48181696	67,96495633	98,10582362
ABAT|18	234,1820561	815,5376897	248,2860458	371,9507429	283,0937183	296,6873677	687,7654377	0	404,933751	341,4570881	558,6792777	373,3086139	639,3908348	607,5903325	554,41198
ABCA1|19	6896,38496	19139,34011	6772,691583	13420,13233	13289,90064	14214,32512	17070,09253	18548,64532	13516,96016	15816,98681	12349,40194	18527,71624	11744,87591	6546,74489	28681,88397
ABCA10|10349	208,3667114	316,4921205	137,9366921	284,10308	439,8575826	763,3865978	483,8921115	377,2293938	297,1111546	724,969343	349,2670451	358,5128457	214,8772478	1156,223113	556,6935108
ABCA12|26154	2221,963603	2699,608338	1092,286181	4498,9218	1374,124276	136,6762031	275,1061751	486,1045441	39,13560907	3025,657045	1644,958986	138,8525942	2595,123183	81,88548956	4769,920355
ABCA13|154664	1679,841363	66,47326668	0	86,91311329	3,445359655	20,00139558	13,50967824	496,8387138	657,3184952	1134,717849	15,53942362	1,138136018	10,48181696	603,4960581	2276,20721
ABCA2|20	1454,879073	1219,337981	1889,732682	2204,602519	1139,265593	1993,472426	1494,661674	1038,147559	1490,347888	1485,820617	755,5119769	1237,153852	1607,211934	1632,796662	1040,378037
ABCA3|21	1582,111844	2538,881932	1763,86545	707,4540512	2918,219628	1273,422185	1859,422987	1654,595593	1638,10478	14395,59934	1911,349105	1320,237781	3946,404087	1543,541478	33235,81941
ABCA4|24	23,97139157	72,42609653	159,4893003	182,237173	31,5824635	110,0076757	56,4950181	322,0250923	180,5030133	48,22840228	14,05947851	56,90680091	19,21666443	142,4807518	109,5134775
ABCA5|23461	851,9063774	830,4197643	2062,153547	1747,607762	2016,109625	993,402647	2393,669354	898,6033528	1883,301351	1633,206615	1569,481785	927,5808548	1429,021046	1167,687081	1247,997338
ABCA6|23460	656,4473384	1143,93547	148,281944	2455,996363	280,2225853	3890,27144	890,4106113	2784,750322	535,9182385	2124,364664	296,7289938	1336,171685	728,486279	2425,448201	2797,917249
ABCA7|10347	534,7464274	318,4763971	121,5567099	1916,76124	269,3122797	453,3649664	289,8440059	162,545999	393,7521484	957,6231556	265,6501466	378,999294	445,4772209	298,8820369	867,7422074
ABCA8|10351	947,7919437	1045,713777	47,41573792	642,9701284	206,7215793	2920,203754	510,911468	927,7389563	527,9313795	1807,21469	42,91840809	1027,736824	327,5567801	3670,926497	1874,657792
ABCA9|10350	140,140443	693,5046778	101,7283104	1080,339344	183,1782883	980,0683832	505,9988577	729,9235425	416,1153536	1187,19035	251,5906681	909,3706785	476,9226718	1655,724599	1304,275097
ABCB1|5243	1397,716524	539,7232399	181,0419084	371,9507429	3926,561553	496,7013235	2279,451165	193,2150554	234,8136544	556,3628487	10105,06519	528,0951124	2171,483081	1032,576023	2051,856683
ABCB10|23456	829,778939	613,1414748	747,4444504	572,878908	573,0781559	776,7208615	930,939646	1035,080654	817,854361	595,3313977	675,5949411	681,7434749	547,6749363	527,3425528	655,5598447
ABCB11|8647	0	0	0	14,95279368	0	0	7,368915404	0	0	5,787408273	0	13,65763222	33,19242038	0,818854896	32,70194121
ABCB4|5244	75,60208111	75,40251146	360,3596082	864,4583848	833,2028099	413,3621752	829,0029829	0	524,7366359	55,55911942	548,3196619	445,0111831	305,7196614	219,453112	1569,693178
